Age,Income,LoanAmount,Tenure,InterestRate,NumDependents,CreditScore,PreviousDefaults,EmploymentType,Region,Default
49,62638,499830,12,9.89,1,476,1,Salaried,Urban,1
34,93249,579393,72,12.6,3,438,0,Salaried,Semiurban,0
48,120865,954098,12,10.4,2,493,0,Salaried,Rural,0
25,17719,406992,72,12.07,2,485,0,Salaried,Semiurban,0
50,57534,839271,24,17.27,2,517,1,Self-employed,Rural,1
25,107241,118920,24,16.57,0,463,1,Self-employed,Semiurban,1
32,141209,880051,48,14.43,1,460,1,Self-employed,Urban,1
36,107124,617109,72,16.94,3,824,0,Self-employed,Semiurban,0
46,106659,700024,48,16.12,3,341,0,Salaried,Semiurban,1
46,90713,980997,48,12.22,4,509,0,Self-employed,Urban,0
41,90418,591357,24,9.71,2,574,0,Salaried,Rural,0
59,143232,555659,72,13.16,2,578,1,Self-employed,Rural,1
56,46575,57531,24,15.6,2,550,1,Self-employed,Urban,1
53,78852,480267,48,12.3,3,609,0,Self-employed,Semiurban,0
50,147079,713096,72,14.83,4,439,0,Salaried,Semiurban,0
57,91242,713070,48,8.54,0,845,2,Salaried,Semiurban,0
43,44257,117155,60,15.73,1,829,0,Self-employed,Rural,0
30,76246,981479,72,16.44,0,356,1,Self-employed,Semiurban,1
25,16435,636712,72,15.28,3,411,3,Self-employed,Rural,1
56,106357,357747,48,18.14,2,304,0,Salaried,Semiurban,1
54,98807,990756,60,16.59,1,709,2,Salaried,Urban,0
51,130953,524013,36,17.43,3,713,0,Salaried,Urban,0
30,138797,182503,24,17.77,3,481,0,Self-employed,Rural,1
39,78888,779963,48,16.31,3,312,0,Salaried,Rural,1
52,88609,742841,72,14.92,1,638,0,Self-employed,Urban,0
21,24077,929005,24,7.56,1,558,1,Salaried,Urban,1
25,35953,714917,24,12.62,4,389,0,Self-employed,Semiurban,0
24,129682,415446,24,13.78,4,549,1,Self-employed,Urban,1
36,82889,705522,36,10.84,0,554,1,Salaried,Rural,1
44,130374,69675,12,11.0,1,887,2,Self-employed,Urban,0
36,39860,123997,48,18.07,1,407,0,Self-employed,Rural,1
22,92475,198087,12,17.31,1,893,4,Self-employed,Rural,0
48,102266,536799,12,16.84,4,888,1,Salaried,Semiurban,0
52,115732,569349,12,11.97,3,784,0,Self-employed,Semiurban,0
47,42083,805678,24,7.65,2,557,0,Salaried,Semiurban,0
40,72372,190905,60,8.38,4,581,1,Salaried,Semiurban,1
44,138786,320040,24,10.93,1,387,1,Self-employed,Urban,1
32,22813,476188,24,7.67,4,503,1,Salaried,Semiurban,1
55,46598,361877,72,7.69,0,315,0,Self-employed,Urban,0
53,108106,825723,72,17.58,1,450,3,Salaried,Semiurban,1
53,42082,616088,12,15.27,0,553,1,Self-employed,Semiurban,1
63,44241,146044,24,10.9,1,487,0,Salaried,Rural,0
57,26745,317491,12,8.96,4,628,3,Self-employed,Urban,0
32,41029,764423,72,13.13,3,843,1,Self-employed,Rural,0
23,138395,539066,60,7.56,2,696,1,Self-employed,Semiurban,0
21,104186,708003,48,17.82,0,816,0,Self-employed,Urban,0
53,112768,352929,12,12.06,4,758,1,Salaried,Semiurban,0
60,56846,855113,60,11.93,3,629,0,Salaried,Rural,0
30,90932,416008,48,11.8,4,468,0,Self-employed,Urban,0
63,38411,983396,36,8.26,0,665,1,Salaried,Rural,0
64,93797,883731,12,14.52,2,477,0,Self-employed,Semiurban,0
49,67307,67073,12,15.56,4,661,0,Self-employed,Semiurban,0
33,149165,938736,36,14.94,1,339,0,Salaried,Semiurban,0
32,37042,604970,36,9.02,3,715,2,Salaried,Urban,0
51,67930,803158,12,13.87,4,654,1,Self-employed,Rural,0
22,112883,802254,36,13.76,3,554,0,Salaried,Rural,0
55,48756,960734,24,17.05,1,442,0,Self-employed,Semiurban,1
43,68268,457505,48,11.67,2,876,0,Salaried,Rural,0
37,63901,165359,48,11.59,2,310,0,Salaried,Urban,0
46,114986,975431,48,14.3,1,325,2,Salaried,Semiurban,1
28,143386,116707,24,14.46,3,720,1,Salaried,Semiurban,0
49,20626,301351,36,12.66,4,520,2,Salaried,Semiurban,1
46,27857,520670,60,12.37,1,795,1,Self-employed,Urban,0
30,148052,288511,36,12.94,0,536,1,Salaried,Semiurban,1
46,41431,285718,12,16.97,3,536,0,Salaried,Semiurban,1
54,99976,639716,72,12.57,2,518,1,Self-employed,Semiurban,1
61,97711,100601,48,17.84,1,786,0,Self-employed,Semiurban,0
27,41385,445755,36,13.04,2,760,1,Self-employed,Rural,0
24,33639,545479,60,17.94,3,443,1,Salaried,Semiurban,1
31,100530,685775,12,16.66,2,488,1,Salaried,Urban,1
49,36563,728029,24,11.49,1,554,0,Self-employed,Semiurban,0
56,130672,514184,24,17.0,3,367,1,Self-employed,Semiurban,1
45,97970,463860,60,8.71,0,635,1,Self-employed,Rural,0
41,100553,461961,12,17.68,1,708,0,Self-employed,Semiurban,0
56,97879,301924,48,14.45,4,599,1,Salaried,Rural,1
30,59859,833441,36,8.1,1,656,1,Salaried,Urban,0
57,67098,864660,12,14.59,3,555,0,Salaried,Rural,0
29,137413,573394,24,18.22,1,652,0,Salaried,Semiurban,0
44,15526,299430,60,8.27,0,820,0,Salaried,Urban,0
55,83760,477737,60,13.6,0,823,2,Self-employed,Semiurban,0
55,62837,172788,36,15.73,4,583,1,Salaried,Rural,1
56,26536,671527,60,16.41,2,611,1,Self-employed,Urban,1
38,43541,601216,60,12.05,3,398,2,Self-employed,Urban,1
59,94083,330466,12,9.75,3,496,3,Self-employed,Rural,1
52,49531,500930,48,7.97,2,781,1,Salaried,Rural,0
44,23712,400040,36,13.88,0,525,0,Self-employed,Urban,0
43,119101,112292,12,12.48,0,664,1,Salaried,Urban,0
52,80455,603343,48,17.94,1,667,1,Self-employed,Rural,1
57,89744,355035,12,8.17,4,869,1,Salaried,Semiurban,0
32,144749,656200,72,15.04,4,889,0,Self-employed,Urban,0
33,20109,711948,12,7.77,4,374,0,Salaried,Rural,0
43,64268,402680,60,9.39,1,341,1,Self-employed,Semiurban,1
45,69615,318448,48,12.49,4,721,0,Self-employed,Urban,0
55,97503,581633,36,12.5,2,480,1,Self-employed,Urban,1
61,100708,210372,36,15.04,1,844,0,Self-employed,Rural,0
50,117471,991763,48,17.51,2,370,0,Salaried,Semiurban,1
37,98309,141006,60,14.53,1,867,0,Salaried,Urban,0
40,141446,982856,24,17.99,4,404,1,Salaried,Semiurban,1
45,121661,179350,12,17.2,2,499,0,Self-employed,Semiurban,1
42,21154,738725,60,13.93,2,400,0,Self-employed,Urban,0
33,79288,855878,72,16.67,2,606,0,Self-employed,Semiurban,0
39,66195,838768,48,14.57,1,885,1,Self-employed,Urban,0
56,35581,898464,12,8.36,3,676,0,Self-employed,Semiurban,0
32,45087,256487,36,15.65,4,698,0,Self-employed,Urban,0
61,84298,147852,24,8.54,2,520,0,Salaried,Rural,0
39,61167,542092,72,14.03,3,894,0,Salaried,Urban,0
32,54499,188593,36,15.23,4,481,3,Salaried,Urban,1
29,140816,777067,48,8.23,4,606,1,Salaried,Urban,0
27,111347,728841,12,10.04,2,821,3,Salaried,Semiurban,0
48,63787,330618,48,17.57,2,695,0,Salaried,Rural,0
34,50488,227832,12,14.28,1,303,3,Salaried,Semiurban,1
51,89441,892150,60,10.21,3,580,0,Salaried,Semiurban,0
39,37431,356773,24,15.1,3,514,0,Self-employed,Urban,1
36,76681,95232,60,14.06,2,719,1,Self-employed,Semiurban,0
25,137720,398688,60,13.02,4,400,0,Self-employed,Urban,0
55,64153,510385,48,18.24,2,820,1,Self-employed,Rural,1
32,21368,833301,24,15.02,4,872,1,Self-employed,Semiurban,0
45,127360,362813,12,11.63,4,608,1,Self-employed,Semiurban,0
41,127755,259093,12,16.3,2,809,2,Self-employed,Semiurban,0
56,71985,381328,72,17.23,0,362,0,Salaried,Urban,1
43,65069,753305,36,8.88,3,525,0,Salaried,Urban,0
36,67326,63140,72,9.71,4,404,2,Self-employed,Semiurban,1
59,123737,438612,72,9.88,4,724,1,Salaried,Semiurban,0
62,65861,657745,12,15.1,0,554,2,Salaried,Rural,1
59,90897,588645,48,14.13,1,728,0,Salaried,Rural,0
34,142118,573375,60,14.31,0,733,0,Salaried,Rural,0
51,83577,161672,60,17.85,0,506,1,Salaried,Rural,1
25,24078,380817,60,16.04,4,327,0,Self-employed,Rural,1
55,77768,695961,24,8.91,3,635,0,Salaried,Urban,0
43,66047,639921,12,11.32,0,887,0,Self-employed,Rural,0
49,86626,782303,48,12.29,1,368,1,Self-employed,Rural,1
63,72660,670399,24,11.86,2,812,0,Self-employed,Semiurban,0
31,147997,914690,36,14.86,0,466,2,Salaried,Urban,1
38,132832,456140,48,17.31,0,667,0,Self-employed,Rural,0
32,145406,119286,72,10.87,1,550,2,Self-employed,Rural,1
29,140150,143269,48,13.57,3,469,0,Self-employed,Rural,0
30,48320,308635,48,16.18,0,389,0,Self-employed,Semiurban,1
64,79881,124071,60,12.08,0,860,1,Salaried,Semiurban,0
37,105827,500542,48,9.35,3,745,0,Self-employed,Semiurban,0
58,117215,271095,72,12.72,1,593,1,Self-employed,Rural,1
27,149461,563317,72,8.11,0,449,0,Self-employed,Semiurban,0
33,76550,80651,12,17.87,3,431,0,Self-employed,Rural,1
60,39826,120202,48,8.32,0,732,1,Salaried,Urban,0
62,115734,98777,60,12.32,2,358,0,Self-employed,Rural,0
29,113511,198066,48,13.33,4,498,1,Self-employed,Semiurban,1
47,26653,903695,36,18.34,2,514,2,Self-employed,Urban,1
22,96941,240706,36,9.33,0,860,0,Self-employed,Rural,0
25,48662,674446,60,8.76,1,771,2,Self-employed,Urban,0
49,113818,847232,12,7.6,4,546,1,Self-employed,Urban,1
57,110081,874255,12,9.21,2,681,1,Salaried,Urban,0
58,51877,813935,72,9.78,3,538,0,Self-employed,Rural,0
39,126562,376022,72,14.44,1,666,0,Salaried,Semiurban,0
28,87715,330852,24,9.92,2,467,0,Salaried,Rural,0
21,125091,718179,60,7.73,3,859,1,Self-employed,Semiurban,0
42,147632,780265,48,16.59,0,350,0,Salaried,Rural,1
37,94148,638158,60,11.52,3,679,0,Self-employed,Rural,0
27,98186,583571,24,11.39,2,773,2,Salaried,Rural,0
45,138629,735933,72,10.83,2,379,0,Self-employed,Semiurban,0
24,85316,915139,60,18.23,0,666,0,Salaried,Rural,0
56,43380,474149,60,9.37,3,760,2,Salaried,Urban,0
26,125198,580062,72,17.38,3,838,1,Self-employed,Rural,0
51,17356,253127,24,16.04,0,751,1,Salaried,Urban,0
39,85326,192055,72,8.34,3,763,0,Salaried,Semiurban,0
64,107447,670756,12,18.35,0,777,0,Salaried,Semiurban,0
59,129994,932766,48,10.49,1,719,2,Salaried,Rural,0
47,35049,854565,72,8.58,2,513,2,Salaried,Rural,1
30,120361,982443,24,16.62,1,668,0,Self-employed,Rural,0
46,31082,575069,36,15.27,4,413,0,Salaried,Urban,1
39,15661,164586,12,14.29,4,802,1,Salaried,Semiurban,0
59,17920,499916,36,9.22,4,887,0,Self-employed,Urban,0
23,94561,339768,72,12.76,0,610,1,Self-employed,Urban,0
33,23946,581111,12,16.09,3,768,0,Self-employed,Rural,0
48,31309,592777,48,10.84,1,343,0,Salaried,Rural,0
40,70230,221033,72,10.93,1,714,0,Salaried,Urban,0
48,126822,562880,48,7.53,1,545,1,Salaried,Urban,1
28,127340,341262,60,9.42,1,383,0,Salaried,Rural,0
61,74321,150417,36,17.13,4,506,2,Self-employed,Rural,1
59,147028,131816,12,12.36,1,450,1,Self-employed,Urban,1
21,89131,727623,48,18.33,3,827,0,Salaried,Rural,0
23,40963,325709,24,11.85,4,464,1,Salaried,Rural,1
33,116757,725714,48,15.37,1,444,1,Salaried,Urban,1
48,114259,224023,24,10.6,0,336,2,Salaried,Urban,1
45,54063,927611,72,11.5,2,632,0,Self-employed,Semiurban,0
53,129225,597936,12,9.6,2,702,2,Self-employed,Urban,0
58,131400,493945,48,11.32,2,713,1,Salaried,Rural,0
26,95818,91971,48,13.52,4,344,0,Self-employed,Urban,0
64,19703,68658,12,18.41,1,701,3,Salaried,Urban,1
52,87099,71253,48,14.81,4,505,0,Salaried,Urban,0
41,46585,507382,24,9.69,3,361,1,Self-employed,Semiurban,1
36,58585,229635,48,7.99,0,719,0,Salaried,Semiurban,0
41,41958,207462,36,8.89,0,767,0,Self-employed,Rural,0
31,41017,400808,72,13.69,2,318,0,Salaried,Semiurban,0
57,139677,756938,60,15.92,2,664,0,Self-employed,Urban,0
56,44426,260097,24,17.84,2,599,0,Salaried,Semiurban,1
55,32778,678138,36,7.67,1,306,0,Self-employed,Urban,0
39,57229,712212,72,13.25,3,727,0,Salaried,Semiurban,0
40,101652,570498,12,12.68,3,416,1,Salaried,Semiurban,1
38,143267,276058,24,14.72,3,879,0,Self-employed,Semiurban,0
61,141503,707911,60,13.66,3,806,3,Salaried,Urban,0
34,99878,908379,72,15.06,2,845,1,Self-employed,Semiurban,0
35,72056,635289,60,14.74,0,624,0,Self-employed,Urban,0
51,34975,230231,12,8.79,2,354,0,Salaried,Urban,0
21,103397,172775,12,16.3,3,341,1,Salaried,Rural,1
23,48142,607531,24,8.86,2,596,0,Salaried,Semiurban,0
36,41916,727160,48,15.18,3,530,0,Salaried,Rural,1
43,79324,912371,12,12.08,4,752,2,Self-employed,Rural,0
31,140932,369972,72,13.15,0,693,1,Salaried,Urban,0
32,111059,311716,48,17.44,4,821,1,Salaried,Semiurban,0
30,113317,450455,36,17.29,1,657,1,Salaried,Urban,0
52,50046,318854,60,16.5,2,743,1,Self-employed,Urban,1
36,116459,464600,48,13.11,1,427,0,Salaried,Semiurban,0
28,60893,988542,60,15.6,2,704,0,Self-employed,Urban,0
58,116520,221918,48,13.14,4,691,1,Salaried,Semiurban,0
32,140818,269055,36,17.07,3,492,1,Self-employed,Semiurban,1
44,76272,350135,12,11.93,3,377,2,Salaried,Urban,1
48,82649,784417,36,18.17,2,384,1,Salaried,Urban,1
28,79674,450187,12,17.76,3,329,0,Self-employed,Rural,1
48,101475,472355,12,15.66,4,348,1,Salaried,Urban,1
56,76367,921877,60,10.57,3,444,1,Salaried,Semiurban,1
46,136750,258139,72,8.95,4,368,0,Salaried,Rural,0
28,133154,130257,36,16.9,1,357,0,Self-employed,Semiurban,1
48,59738,527958,48,9.32,4,873,0,Salaried,Rural,0
48,48397,874143,36,16.9,0,778,2,Self-employed,Urban,1
57,97189,56530,60,12.9,0,744,2,Self-employed,Urban,0
61,91367,323260,12,11.97,0,595,0,Self-employed,Urban,0
56,135585,640082,60,17.44,2,470,3,Salaried,Semiurban,1
47,91619,967786,24,14.14,2,874,0,Self-employed,Rural,0
37,126453,260545,24,13.84,2,446,0,Self-employed,Semiurban,0
29,34816,707258,48,13.65,4,783,0,Salaried,Rural,0
53,94530,578423,60,11.58,2,605,0,Self-employed,Urban,0
40,123856,974133,48,16.14,1,745,1,Self-employed,Semiurban,0
33,86635,421616,48,10.28,0,520,1,Salaried,Urban,1
48,122803,961579,24,17.83,4,854,1,Salaried,Semiurban,0
49,50946,528336,48,17.33,0,677,0,Self-employed,Urban,0
33,70204,825158,24,11.21,2,565,0,Salaried,Semiurban,0
55,30563,663375,12,15.52,4,394,2,Salaried,Semiurban,1
26,107324,770391,60,13.81,3,561,0,Salaried,Rural,0
38,24847,869812,48,11.21,1,370,1,Self-employed,Urban,1
25,41155,966383,24,18.37,2,518,0,Self-employed,Rural,1
45,94671,329215,36,7.78,2,832,2,Salaried,Rural,0
22,131891,70074,48,10.28,1,391,0,Self-employed,Urban,0
30,98310,796084,72,13.22,1,426,1,Salaried,Semiurban,1
50,146691,642131,12,13.24,3,379,0,Salaried,Rural,0
25,49707,89901,12,13.98,2,537,1,Salaried,Urban,1
53,96537,323349,36,15.77,2,671,0,Salaried,Semiurban,0
21,106155,961093,24,14.36,0,785,2,Salaried,Rural,0
38,15281,842338,48,14.1,4,324,1,Self-employed,Rural,1
52,147130,445807,24,8.09,4,455,0,Self-employed,Rural,0
31,91260,962008,12,11.64,0,816,1,Self-employed,Semiurban,0
41,79178,637275,24,10.05,4,829,0,Self-employed,Rural,0
46,48997,392829,12,10.42,1,356,0,Salaried,Semiurban,0
45,134273,422598,24,13.6,4,318,0,Salaried,Rural,0
42,147311,417631,36,9.69,4,683,1,Self-employed,Urban,0
47,141945,628688,60,10.73,0,492,1,Self-employed,Rural,1
33,60272,206222,36,10.11,3,536,0,Salaried,Urban,0
53,104393,81852,36,17.93,4,686,0,Salaried,Urban,0
54,76212,563012,60,17.89,4,725,0,Salaried,Urban,0
61,135030,889188,60,14.21,3,576,0,Self-employed,Semiurban,0
55,71503,427501,48,17.67,0,526,3,Salaried,Urban,1
21,21570,693340,48,16.14,3,851,1,Salaried,Rural,0
41,83785,106481,36,13.99,0,622,0,Self-employed,Semiurban,0
26,24110,837715,36,7.57,1,452,2,Self-employed,Urban,1
48,94141,83691,12,16.0,0,536,0,Self-employed,Semiurban,1
37,27115,444341,12,15.23,1,354,0,Salaried,Semiurban,1
25,54062,248137,48,14.27,1,735,1,Salaried,Semiurban,0
51,37911,600458,72,15.86,0,408,1,Self-employed,Rural,1
25,119061,582726,72,13.14,2,483,0,Salaried,Urban,0
58,47556,856527,48,15.24,0,667,0,Salaried,Semiurban,0
23,143335,721514,12,17.79,4,497,1,Salaried,Semiurban,1
43,16969,451220,12,11.63,4,670,3,Self-employed,Semiurban,0
57,58753,846184,72,15.29,2,672,1,Self-employed,Urban,0
57,136863,105426,24,12.73,1,796,1,Salaried,Semiurban,0
30,25225,289968,24,14.92,2,898,0,Salaried,Semiurban,0
30,138008,338963,12,15.89,4,500,0,Salaried,Rural,1
39,120823,545384,24,8.0,2,808,0,Salaried,Urban,0
37,28669,928483,60,14.61,0,621,0,Self-employed,Rural,0
41,139398,571121,48,9.99,2,574,1,Self-employed,Urban,1
34,125677,205289,48,14.87,1,510,0,Salaried,Urban,0
29,63320,311501,12,12.65,0,803,1,Salaried,Urban,0
21,140354,569165,36,16.01,3,417,0,Self-employed,Rural,1
33,103009,269780,72,8.86,4,853,0,Salaried,Rural,0
24,43625,345138,12,14.39,4,341,0,Self-employed,Rural,0
21,39089,720396,24,10.56,2,614,0,Salaried,Rural,0
60,51487,782635,72,16.88,0,628,2,Self-employed,Semiurban,1
52,125448,147756,36,17.71,3,316,0,Salaried,Semiurban,1
54,65138,492632,24,18.46,0,582,0,Salaried,Semiurban,1
48,69061,977091,60,16.26,4,557,1,Self-employed,Urban,1
51,116376,145665,24,15.79,0,874,0,Self-employed,Semiurban,0
28,94134,706005,60,9.87,3,873,1,Salaried,Urban,0
59,62055,212002,72,11.2,2,318,0,Salaried,Rural,0
46,34508,311691,60,12.62,1,828,0,Self-employed,Urban,0
54,125169,656123,72,16.01,0,722,3,Self-employed,Urban,1
23,23125,172232,72,17.56,1,765,2,Salaried,Semiurban,1
32,51059,997594,72,9.58,4,672,0,Salaried,Rural,0
21,118409,792849,72,17.65,2,380,1,Self-employed,Rural,1
64,20704,495358,72,15.15,2,850,0,Self-employed,Semiurban,0
25,126279,293051,24,14.22,0,847,1,Self-employed,Rural,0
50,133516,207547,72,9.7,2,723,1,Self-employed,Rural,0
50,129044,462104,24,8.11,0,728,1,Self-employed,Rural,0
37,44165,618020,72,13.75,0,687,1,Salaried,Semiurban,0
43,82203,786983,60,14.67,1,503,0,Salaried,Rural,0
35,19114,358449,72,9.82,2,495,1,Self-employed,Urban,1
57,51321,751397,36,13.62,0,584,2,Salaried,Urban,1
41,88297,583634,72,16.92,1,495,0,Salaried,Rural,1
34,111652,837019,72,16.69,3,606,0,Self-employed,Semiurban,0
22,114304,62763,60,17.7,1,313,1,Salaried,Semiurban,1
31,32772,240237,48,11.52,1,445,0,Salaried,Semiurban,0
59,118754,812841,60,11.0,0,356,0,Salaried,Rural,0
58,18712,906047,36,15.74,4,509,1,Self-employed,Rural,1
54,147439,479332,48,12.24,4,828,0,Self-employed,Urban,0
58,130142,695275,12,8.46,4,643,3,Salaried,Semiurban,0
54,106736,266823,12,10.61,1,578,0,Salaried,Urban,0
38,66924,141353,36,12.1,0,508,1,Salaried,Urban,1
50,18726,271373,60,10.72,2,634,2,Salaried,Semiurban,0
35,104152,407792,24,11.15,1,587,2,Salaried,Rural,1
47,42723,599844,36,10.73,1,551,1,Salaried,Rural,1
54,141969,895474,48,7.96,0,564,0,Self-employed,Urban,0
58,115494,592387,48,14.51,3,570,0,Salaried,Urban,0
53,50643,421233,72,14.07,1,718,2,Salaried,Urban,0
44,118896,226168,12,14.69,3,510,0,Self-employed,Urban,0
35,108680,777346,48,9.62,3,664,1,Salaried,Semiurban,0
50,111546,718590,36,10.75,4,375,1,Salaried,Urban,1
62,94973,472225,48,14.32,0,620,0,Salaried,Urban,0
37,78449,252041,36,14.1,3,732,0,Salaried,Rural,0
25,124834,83866,24,13.07,0,408,1,Self-employed,Rural,1
49,40537,155400,72,11.35,4,821,1,Salaried,Rural,0
24,92576,920678,12,17.54,0,346,0,Self-employed,Semiurban,1
30,122522,389119,48,11.24,1,678,0,Salaried,Semiurban,0
37,37612,485071,36,12.51,3,395,2,Salaried,Rural,1
30,21471,393701,60,14.96,0,402,0,Self-employed,Rural,0
37,46348,187488,12,13.47,2,445,0,Salaried,Urban,0
40,16177,646804,24,11.32,0,326,1,Self-employed,Urban,1
44,47779,236987,36,12.29,3,829,2,Self-employed,Semiurban,0
25,36636,461274,72,16.24,4,381,0,Self-employed,Semiurban,1
54,96889,483934,72,10.56,4,727,2,Salaried,Urban,0
26,68551,344746,24,9.06,3,883,0,Salaried,Rural,0
22,61819,517874,24,10.94,1,778,0,Salaried,Urban,0
33,88770,521328,72,16.84,1,461,0,Salaried,Semiurban,1
63,93714,239139,48,8.48,4,701,0,Self-employed,Semiurban,0
63,39596,208588,48,18.41,4,807,0,Salaried,Urban,0
31,79106,703583,36,13.45,3,337,1,Salaried,Urban,1
43,74182,662257,60,18.33,1,810,0,Self-employed,Urban,0
36,102163,706449,36,17.83,4,692,0,Self-employed,Semiurban,0
51,54310,255735,60,12.48,1,793,2,Salaried,Rural,0
31,71088,715847,24,9.68,4,499,0,Self-employed,Urban,0
36,143803,312299,12,9.31,0,554,1,Self-employed,Semiurban,1
28,51914,173950,36,10.14,2,478,0,Self-employed,Semiurban,0
24,125350,379638,36,15.31,0,846,0,Self-employed,Semiurban,0
60,60379,650517,60,10.5,4,893,0,Self-employed,Urban,0
24,61413,154648,24,11.26,2,688,0,Salaried,Urban,0
45,22151,88547,24,12.44,2,697,2,Salaried,Rural,0
23,72716,603083,60,17.55,4,457,1,Salaried,Semiurban,1
52,108747,236368,24,9.58,4,303,0,Salaried,Urban,0
23,136999,595735,72,7.56,1,466,1,Salaried,Semiurban,1
47,129793,741958,48,8.16,4,767,0,Salaried,Semiurban,0
49,123177,796111,72,17.45,3,708,0,Salaried,Rural,0
52,27289,306190,12,14.62,4,711,1,Self-employed,Urban,0
39,101365,256402,36,10.5,3,503,1,Salaried,Urban,1
41,129014,302419,12,9.45,4,493,0,Salaried,Semiurban,0
25,87588,804105,36,10.74,1,534,0,Salaried,Semiurban,0
38,78646,924392,48,8.76,3,449,0,Self-employed,Rural,0
48,18654,899710,24,17.86,0,458,1,Salaried,Rural,1
62,33743,629365,72,16.13,3,578,0,Salaried,Rural,1
42,63368,162782,60,12.59,1,703,1,Self-employed,Rural,0
41,134735,677220,72,17.01,3,610,0,Salaried,Rural,0
26,134891,977032,48,10.24,4,367,2,Salaried,Rural,1
21,122971,493316,12,15.39,4,762,0,Self-employed,Semiurban,0
25,27149,422013,60,16.92,1,387,1,Salaried,Rural,1
61,115102,975683,24,11.42,2,516,0,Self-employed,Semiurban,0
32,74189,360925,48,15.83,4,300,0,Salaried,Semiurban,1
46,86031,236339,60,10.75,0,434,1,Salaried,Urban,1
54,57668,525595,48,10.79,1,650,1,Salaried,Semiurban,0
34,103204,467168,48,8.68,3,439,0,Self-employed,Semiurban,0
46,52384,890230,24,12.34,3,432,0,Self-employed,Rural,0
47,96929,148696,36,15.53,0,477,1,Self-employed,Semiurban,1
29,142959,553650,60,17.84,4,657,1,Salaried,Rural,1
46,91153,100939,24,14.14,1,679,2,Salaried,Rural,0
42,90388,865948,48,16.99,0,749,0,Self-employed,Rural,0
50,46401,761886,24,16.55,4,885,2,Self-employed,Urban,0
63,134503,191521,36,9.41,1,762,0,Salaried,Rural,0
37,142834,624578,72,12.84,3,407,1,Salaried,Semiurban,1
46,49084,963120,60,8.79,1,421,1,Salaried,Rural,1
56,125641,923093,36,15.0,2,316,0,Salaried,Rural,0
21,120111,385098,12,17.95,1,495,1,Self-employed,Rural,1
28,51041,859178,60,9.01,2,626,0,Salaried,Urban,0
55,103920,642278,36,15.57,1,617,1,Salaried,Semiurban,0
35,80681,633098,48,14.45,2,778,2,Salaried,Urban,0
42,96571,692650,60,13.92,3,551,0,Salaried,Semiurban,0
34,142556,526513,60,11.79,4,802,0,Salaried,Urban,0
46,41160,196295,24,11.41,2,418,2,Salaried,Semiurban,1
48,32633,515453,48,8.0,2,797,1,Salaried,Urban,0
43,32014,707957,12,9.9,3,785,0,Self-employed,Rural,0
34,95532,771037,72,7.67,2,344,0,Self-employed,Urban,0
44,64104,314803,36,13.9,0,613,0,Self-employed,Urban,0
22,92231,136516,24,8.66,3,478,0,Salaried,Rural,0
46,83388,124567,36,17.1,0,717,1,Self-employed,Rural,1
34,31014,851469,12,13.25,3,855,0,Salaried,Semiurban,0
27,107578,176498,12,15.2,2,377,0,Salaried,Semiurban,1
23,55390,752098,60,12.02,0,625,2,Salaried,Semiurban,0
43,38711,514894,12,13.67,2,656,1,Salaried,Urban,0
63,106658,586397,36,17.87,3,715,1,Self-employed,Semiurban,1
38,72993,334154,48,8.41,2,814,0,Salaried,Urban,0
58,22421,845219,48,10.29,0,513,2,Salaried,Urban,1
55,32727,813760,60,16.08,0,373,0,Self-employed,Semiurban,1
35,127418,189544,72,8.59,2,862,1,Self-employed,Semiurban,0
45,19358,296183,36,8.33,1,878,0,Self-employed,Urban,0
57,80108,728743,36,11.48,3,808,0,Salaried,Rural,0
48,109018,373853,12,8.51,3,631,0,Self-employed,Rural,0
30,139457,513001,36,13.94,2,392,1,Salaried,Urban,1
59,46910,818613,24,9.99,1,818,0,Salaried,Semiurban,0
37,141888,84518,72,17.35,0,568,1,Self-employed,Urban,1
59,70754,103909,12,16.12,4,675,0,Self-employed,Urban,0
42,124847,854783,24,15.2,4,303,0,Self-employed,Semiurban,1
46,53467,774984,60,14.29,2,437,0,Salaried,Rural,0
64,48893,565693,48,17.0,1,530,1,Salaried,Urban,1
45,91329,589570,60,9.95,1,899,3,Salaried,Rural,0
37,46007,528082,48,17.1,3,828,0,Salaried,Rural,0
33,69253,289017,60,16.18,0,351,0,Salaried,Semiurban,1
40,27323,464994,36,15.73,1,624,1,Salaried,Urban,0
45,126335,991768,24,13.67,4,576,0,Self-employed,Urban,0
24,127356,502891,48,10.21,0,835,1,Salaried,Rural,0
30,125944,841507,12,12.16,0,785,1,Self-employed,Rural,0
23,31456,519164,24,16.23,2,815,0,Self-employed,Semiurban,0
61,46367,753814,12,7.85,1,451,1,Self-employed,Rural,1
38,69624,78365,24,16.1,2,782,0,Self-employed,Semiurban,0
56,83008,515982,24,10.14,1,558,1,Self-employed,Urban,1
42,140926,491416,60,9.09,3,623,1,Salaried,Semiurban,0
54,130395,323146,48,8.77,2,467,1,Salaried,Rural,1
28,131492,326091,48,7.8,2,609,1,Salaried,Urban,0
60,87240,260294,24,13.26,4,778,1,Salaried,Semiurban,0
64,79315,931272,36,9.9,2,355,0,Self-employed,Urban,0
39,25756,166219,36,18.38,1,772,0,Self-employed,Semiurban,0
62,51378,390754,12,13.82,4,595,1,Self-employed,Rural,1
